Window,City,ItemA,ItemB,CosineSimilarity
W1,Sukkur,Curd (Dahi) Loose,Wheat Flour Bag,0.633342
W1,Sukkur,Eggs Hen (Farm),Electricity Charges upto 50 Units,0.193872
W1,Sukkur,Eggs Hen (Farm),Energy Saver Philips 14 Watt,-0.026972
W1,Sukkur,Eggs Hen (Farm),Firewood Whole,-0.364719
W1,Sukkur,Eggs Hen (Farm),Garlic (Lehsun),0.268573
W1,Sukkur,Eggs Hen (Farm),Gas Charges upto 3.3719 MMBTU,0.250853
W1,Sukkur,Eggs Hen (Farm),Gents Sandal Bata,0.126411
W1,Sukkur,Eggs Hen (Farm),Gents Sponge Chappal Bata,0.067409
W1,Sukkur,Eggs Hen (Farm),Georgette (Average Quality),0.0
W1,Sukkur,Eggs Hen (Farm),Gur (Average Quality),-0.068601
W1,Sukkur,Eggs Hen (Farm),Hi-Speed Diesel,0.002539
W1,Sukkur,Eggs Hen (Farm),LPG 11.67 kg Cylinder,0.269632
W1,Sukkur,Eggs Hen (Farm),Ladies Sandal Bata,0.067409
W1,Sukkur,Eggs Hen (Farm),Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Eggs Hen (Farm),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Eggs Hen (Farm),Match Box,0.170034
W1,Sukkur,Eggs Hen (Farm),Milk fresh (Un-boiled),0.031937
W1,Sukkur,Eggs Hen (Farm),Mustard Oil (Average Quality),-0.090235
W1,Sukkur,Eggs Hen (Farm),Mutton (Average Quality),0.115473
W1,Sukkur,Eggs Hen (Farm),Onions,0.56435
W1,Sukkur,Eggs Hen (Farm),Petrol Super,-0.069321
W1,Sukkur,Eggs Hen (Farm),Potatoes,-0.43386
W1,Sukkur,Eggs Hen (Farm),Powdered Milk NIDO 390 gm Polybag,0.320534
W1,Sukkur,Eggs Hen (Farm),Pulse Gram,0.242859
W1,Sukkur,Eggs Hen (Farm),Pulse Mash (Washed),0.207029
W1,Sukkur,Eggs Hen (Farm),Pulse Masoor (Washed),0.137648
W1,Sukkur,Eggs Hen (Farm),Pulse Moong (Washed),0.318818
W1,Sukkur,Eggs Hen (Farm),Rice Basmati Broken (Average Quality),0.110628
W1,Sukkur,Eggs Hen (Farm),Rice IRRI-6/9 (Sindh/Punjab),0.042836
W1,Sukkur,Eggs Hen (Farm),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.264565
W1,Sukkur,Eggs Hen (Farm),Shirting (Average Quality),0.241424
W1,Sukkur,Eggs Hen (Farm),Sufi Washing Soap 250 gm Cake,0.195502
W1,Sukkur,Eggs Hen (Farm),Sugar Refined,0.180536
W1,Sukkur,Eggs Hen (Farm),Tea Lipton Yellow Label 190 gm Packet,-0.128879
W1,Sukkur,Eggs Hen (Farm),Tea Prepared Ordinary,0.125601
W1,Sukkur,Eggs Hen (Farm),Telephone Call Charges,0.0
W1,Sukkur,Eggs Hen (Farm),Toilet Soap LIFEBUOY 115 gm,-0.087935
W1,Sukkur,Eggs Hen (Farm),Tomatoes,-0.019358
W1,Sukkur,Eggs Hen (Farm),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.001877
W1,Sukkur,Eggs Hen (Farm),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.369169
W1,Sukkur,Eggs Hen (Farm),Wheat Flour Bag,0.191717
W1,Sukkur,Electricity Charges upto 50 Units,Energy Saver Philips 14 Watt,0.229613
W1,Sukkur,Electricity Charges upto 50 Units,Firewood Whole,-0.219846
W1,Sukkur,Electricity Charges upto 50 Units,Garlic (Lehsun),0.397332
W1,Sukkur,Electricity Charges upto 50 Units,Gas Charges upto 3.3719 MMBTU,-0.432404
W1,Sukkur,Electricity Charges upto 50 Units,Gents Sandal Bata,0.035083
W1,Sukkur,Electricity Charges upto 50 Units,Gents Sponge Chappal Bata,-0.053925
W1,Sukkur,Electricity Charges upto 50 Units,Georgette (Average Quality),0.0
W1,Sukkur,Electricity Charges upto 50 Units,Gur (Average Quality),0.061612
W1,Sukkur,Electricity Charges upto 50 Units,Hi-Speed Diesel,0.464987
W1,Sukkur,Electricity Charges upto 50 Units,LPG 11.67 kg Cylinder,0.408309
W1,Sukkur,Electricity Charges upto 50 Units,Ladies Sandal Bata,-0.053925
W1,Sukkur,Electricity Charges upto 50 Units,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Electricity Charges upto 50 Units,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Electricity Charges upto 50 Units,Match Box,-0.149353
W1,Sukkur,Electricity Charges upto 50 Units,Milk fresh (Un-boiled),-0.003302
W1,Sukkur,Electricity Charges upto 50 Units,Mustard Oil (Average Quality),-0.01077
W1,Sukkur,Electricity Charges upto 50 Units,Mutton (Average Quality),0.177855
W1,Sukkur,Electricity Charges upto 50 Units,Onions,0.044228
W1,Sukkur,Electricity Charges upto 50 Units,Petrol Super,0.400836
W1,Sukkur,Electricity Charges upto 50 Units,Potatoes,-0.131028
W1,Sukkur,Electricity Charges upto 50 Units,Powdered Milk NIDO 390 gm Polybag,0.635738
W1,Sukkur,Electricity Charges upto 50 Units,Pulse Gram,0.214508
W1,Sukkur,Electricity Charges upto 50 Units,Pulse Mash (Washed),0.296242
W1,Sukkur,Electricity Charges upto 50 Units,Pulse Masoor (Washed),-0.02487
W1,Sukkur,Electricity Charges upto 50 Units,Pulse Moong (Washed),-0.071048
W1,Sukkur,Electricity Charges upto 50 Units,Rice Basmati Broken (Average Quality),0.285543
W1,Sukkur,Electricity Charges upto 50 Units,Rice IRRI-6/9 (Sindh/Punjab),0.317316
W1,Sukkur,Electricity Charges upto 50 Units,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.243298
W1,Sukkur,Electricity Charges upto 50 Units,Shirting (Average Quality),0.668299
W1,Sukkur,Electricity Charges upto 50 Units,Sufi Washing Soap 250 gm Cake,-0.124988
W1,Sukkur,Electricity Charges upto 50 Units,Sugar Refined,0.346776
W1,Sukkur,Electricity Charges upto 50 Units,Tea Lipton Yellow Label 190 gm Packet,0.018159
W1,Sukkur,Electricity Charges upto 50 Units,Tea Prepared Ordinary,-0.040372
W1,Sukkur,Electricity Charges upto 50 Units,Telephone Call Charges,0.0
W1,Sukkur,Electricity Charges upto 50 Units,Toilet Soap LIFEBUOY 115 gm,-0.085653
W1,Sukkur,Electricity Charges upto 50 Units,Tomatoes,0.475644
W1,Sukkur,Electricity Charges upto 50 Units,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.331841
W1,Sukkur,Electricity Charges upto 50 Units,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.22842
W1,Sukkur,Electricity Charges upto 50 Units,Wheat Flour Bag,-0.06987
W1,Sukkur,Energy Saver Philips 14 Watt,Firewood Whole,0.283566
W1,Sukkur,Energy Saver Philips 14 Watt,Garlic (Lehsun),0.194497
W1,Sukkur,Energy Saver Philips 14 Watt,Gas Charges upto 3.3719 MMBTU,0.043946
W1,Sukkur,Energy Saver Philips 14 Watt,Gents Sandal Bata,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Gents Sponge Chappal Bata,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Georgette (Average Quality),0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Gur (Average Quality),0.451237
W1,Sukkur,Energy Saver Philips 14 Watt,Hi-Speed Diesel,-0.162368
W1,Sukkur,Energy Saver Philips 14 Watt,LPG 11.67 kg Cylinder,-0.439031
W1,Sukkur,Energy Saver Philips 14 Watt,Ladies Sandal Bata,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Match Box,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Milk fresh (Un-boiled),0.49624
W1,Sukkur,Energy Saver Philips 14 Watt,Mustard Oil (Average Quality),-0.028226
W1,Sukkur,Energy Saver Philips 14 Watt,Mutton (Average Quality),0.711885
W1,Sukkur,Energy Saver Philips 14 Watt,Onions,0.234883
W1,Sukkur,Energy Saver Philips 14 Watt,Petrol Super,-0.23656
W1,Sukkur,Energy Saver Philips 14 Watt,Potatoes,-0.268552
W1,Sukkur,Energy Saver Philips 14 Watt,Powdered Milk NIDO 390 gm Polybag,0.075279
W1,Sukkur,Energy Saver Philips 14 Watt,Pulse Gram,0.442093
W1,Sukkur,Energy Saver Philips 14 Watt,Pulse Mash (Washed),0.251053
W1,Sukkur,Energy Saver Philips 14 Watt,Pulse Masoor (Washed),0.097397
W1,Sukkur,Energy Saver Philips 14 Watt,Pulse Moong (Washed),0.298394
W1,Sukkur,Energy Saver Philips 14 Watt,Rice Basmati Broken (Average Quality),-0.162134
W1,Sukkur,Energy Saver Philips 14 Watt,Rice IRRI-6/9 (Sindh/Punjab),0.534674
W1,Sukkur,Energy Saver Philips 14 Watt,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.412277
W1,Sukkur,Energy Saver Philips 14 Watt,Shirting (Average Quality),0.359229
W1,Sukkur,Energy Saver Philips 14 Watt,Sufi Washing Soap 250 gm Cake,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Sugar Refined,0.390539
W1,Sukkur,Energy Saver Philips 14 Watt,Tea Lipton Yellow Label 190 gm Packet,0.29418
W1,Sukkur,Energy Saver Philips 14 Watt,Tea Prepared Ordinary,0.403868
W1,Sukkur,Energy Saver Philips 14 Watt,Telephone Call Charges,0.0
W1,Sukkur,Energy Saver Philips 14 Watt,Toilet Soap LIFEBUOY 115 gm,0.10251
W1,Sukkur,Energy Saver Philips 14 Watt,Tomatoes,0.420112
W1,Sukkur,Energy Saver Philips 14 Watt,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.140083
W1,Sukkur,Energy Saver Philips 14 Watt,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.286889
W1,Sukkur,Energy Saver Philips 14 Watt,Wheat Flour Bag,0.341076
W1,Sukkur,Firewood Whole,Garlic (Lehsun),-0.000705
W1,Sukkur,Firewood Whole,Gas Charges upto 3.3719 MMBTU,0.661653
W1,Sukkur,Firewood Whole,Gents Sandal Bata,0.0
W1,Sukkur,Firewood Whole,Gents Sponge Chappal Bata,0.0
W1,Sukkur,Firewood Whole,Georgette (Average Quality),0.0
W1,Sukkur,Firewood Whole,Gur (Average Quality),-0.078967
W1,Sukkur,Firewood Whole,Hi-Speed Diesel,-0.114313
W1,Sukkur,Firewood Whole,LPG 11.67 kg Cylinder,0.023615
W1,Sukkur,Firewood Whole,Ladies Sandal Bata,0.0
W1,Sukkur,Firewood Whole,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Firewood Whole,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Firewood Whole,Match Box,0.0
W1,Sukkur,Firewood Whole,Milk fresh (Un-boiled),0.0
W1,Sukkur,Firewood Whole,Mustard Oil (Average Quality),0.020415
W1,Sukkur,Firewood Whole,Mutton (Average Quality),0.370537
W1,Sukkur,Firewood Whole,Onions,0.222529
W1,Sukkur,Firewood Whole,Petrol Super,-0.060514
W1,Sukkur,Firewood Whole,Potatoes,-0.007326
W1,Sukkur,Firewood Whole,Powdered Milk NIDO 390 gm Polybag,0.0
W1,Sukkur,Firewood Whole,Pulse Gram,-0.073858
W1,Sukkur,Firewood Whole,Pulse Mash (Washed),-0.22656
W1,Sukkur,Firewood Whole,Pulse Masoor (Washed),0.04659
W1,Sukkur,Firewood Whole,Pulse Moong (Washed),0.020812
W1,Sukkur,Firewood Whole,Rice Basmati Broken (Average Quality),-0.127213
W1,Sukkur,Firewood Whole,Rice IRRI-6/9 (Sindh/Punjab),0.0
W1,Sukkur,Firewood Whole,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.223863
W1,Sukkur,Firewood Whole,Shirting (Average Quality),0.0
W1,Sukkur,Firewood Whole,Sufi Washing Soap 250 gm Cake,0.0
W1,Sukkur,Firewood Whole,Sugar Refined,-0.053771
W1,Sukkur,Firewood Whole,Tea Lipton Yellow Label 190 gm Packet,0.012178
W1,Sukkur,Firewood Whole,Tea Prepared Ordinary,0.181317
W1,Sukkur,Firewood Whole,Telephone Call Charges,0.0
W1,Sukkur,Firewood Whole,Toilet Soap LIFEBUOY 115 gm,0.248168
W1,Sukkur,Firewood Whole,Tomatoes,-0.117147
W1,Sukkur,Firewood Whole,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.361157
W1,Sukkur,Firewood Whole,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.380016
W1,Sukkur,Firewood Whole,Wheat Flour Bag,-0.138925
W1,Sukkur,Garlic (Lehsun),Gas Charges upto 3.3719 MMBTU,0.145547
W1,Sukkur,Garlic (Lehsun),Gents Sandal Bata,-0.220734
W1,Sukkur,Garlic (Lehsun),Gents Sponge Chappal Bata,-0.398666
W1,Sukkur,Garlic (Lehsun),Georgette (Average Quality),0.0
W1,Sukkur,Garlic (Lehsun),Gur (Average Quality),-0.020859
W1,Sukkur,Garlic (Lehsun),Hi-Speed Diesel,0.320463
W1,Sukkur,Garlic (Lehsun),LPG 11.67 kg Cylinder,0.132077
W1,Sukkur,Garlic (Lehsun),Ladies Sandal Bata,-0.398666
W1,Sukkur,Garlic (Lehsun),Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Garlic (Lehsun),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Garlic (Lehsun),Match Box,-0.361343
W1,Sukkur,Garlic (Lehsun),Milk fresh (Un-boiled),0.013812
W1,Sukkur,Garlic (Lehsun),Mustard Oil (Average Quality),0.020105
W1,Sukkur,Garlic (Lehsun),Mutton (Average Quality),-0.099518
W1,Sukkur,Garlic (Lehsun),Onions,0.361878
W1,Sukkur,Garlic (Lehsun),Petrol Super,-0.012293
W1,Sukkur,Garlic (Lehsun),Potatoes,-0.05181
W1,Sukkur,Garlic (Lehsun),Powdered Milk NIDO 390 gm Polybag,0.31523
W1,Sukkur,Garlic (Lehsun),Pulse Gram,-0.429275
W1,Sukkur,Garlic (Lehsun),Pulse Mash (Washed),0.258146
W1,Sukkur,Garlic (Lehsun),Pulse Masoor (Washed),0.064872
W1,Sukkur,Garlic (Lehsun),Pulse Moong (Washed),-0.299912
W1,Sukkur,Garlic (Lehsun),Rice Basmati Broken (Average Quality),0.130626
W1,Sukkur,Garlic (Lehsun),Rice IRRI-6/9 (Sindh/Punjab),0.231973
W1,Sukkur,Garlic (Lehsun),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.694138
W1,Sukkur,Garlic (Lehsun),Shirting (Average Quality),0.604019
W1,Sukkur,Garlic (Lehsun),Sufi Washing Soap 250 gm Cake,-0.017629
W1,Sukkur,Garlic (Lehsun),Sugar Refined,0.08105
W1,Sukkur,Garlic (Lehsun),Tea Lipton Yellow Label 190 gm Packet,-0.371071
W1,Sukkur,Garlic (Lehsun),Tea Prepared Ordinary,0.710218
W1,Sukkur,Garlic (Lehsun),Telephone Call Charges,0.0
W1,Sukkur,Garlic (Lehsun),Toilet Soap LIFEBUOY 115 gm,-0.425128
W1,Sukkur,Garlic (Lehsun),Tomatoes,0.545154
W1,Sukkur,Garlic (Lehsun),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.344804
W1,Sukkur,Garlic (Lehsun),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.597863
W1,Sukkur,Garlic (Lehsun),Wheat Flour Bag,0.192102
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Gents Sandal Bata,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Gents Sponge Chappal Bata,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Georgette (Average Quality),0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Gur (Average Quality),-0.120086
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Hi-Speed Diesel,-0.323973
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,LPG 11.67 kg Cylinder,-0.071944
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Ladies Sandal Bata,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Match Box,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Milk fresh (Un-boiled),0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Mustard Oil (Average Quality),-0.117603
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Mutton (Average Quality),0.057424
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Onions,0.617708
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Petrol Super,-0.301835
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Potatoes,-0.197283
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Powdered Milk NIDO 390 gm Polybag,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Pulse Gram,-0.125453
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Pulse Mash (Washed),-0.136168
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Pulse Masoor (Washed),0.167624
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Pulse Moong (Washed),0.092156
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Rice Basmati Broken (Average Quality),-0.226631
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Rice IRRI-6/9 (Sindh/Punjab),0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.393294
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Shirting (Average Quality),0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Sufi Washing Soap 250 gm Cake,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Sugar Refined,-0.059154
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Tea Lipton Yellow Label 190 gm Packet,-0.079003
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Tea Prepared Ordinary,0.316691
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Telephone Call Charges,0.0
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Toilet Soap LIFEBUOY 115 gm,0.03846
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Tomatoes,-0.239181
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.091802
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.560157
W1,Sukkur,Gas Charges upto 3.3719 MMBTU,Wheat Flour Bag,0.101247
W1,Sukkur,Gents Sandal Bata,Gents Sponge Chappal Bata,0.894551
W1,Sukkur,Gents Sandal Bata,Georgette (Average Quality),0.0
W1,Sukkur,Gents Sandal Bata,Gur (Average Quality),0.111398
W1,Sukkur,Gents Sandal Bata,Hi-Speed Diesel,-0.000724
W1,Sukkur,Gents Sandal Bata,LPG 11.67 kg Cylinder,0.182076
W1,Sukkur,Gents Sandal Bata,Ladies Sandal Bata,0.894551
W1,Sukkur,Gents Sandal Bata,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Gents Sandal Bata,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Gents Sandal Bata,Match Box,0.657319
W1,Sukkur,Gents Sandal Bata,Milk fresh (Un-boiled),0.453882
W1,Sukkur,Gents Sandal Bata,Mustard Oil (Average Quality),-0.174394
W1,Sukkur,Gents Sandal Bata,Mutton (Average Quality),0.0
W1,Sukkur,Gents Sandal Bata,Onions,-0.106925
W1,Sukkur,Gents Sandal Bata,Petrol Super,0.305052
W1,Sukkur,Gents Sandal Bata,Potatoes,0.265847
W1,Sukkur,Gents Sandal Bata,Powdered Milk NIDO 390 gm Polybag,0.514954
W1,Sukkur,Gents Sandal Bata,Pulse Gram,0.0
W1,Sukkur,Gents Sandal Bata,Pulse Mash (Washed),0.382529
W1,Sukkur,Gents Sandal Bata,Pulse Masoor (Washed),0.381595
W1,Sukkur,Gents Sandal Bata,Pulse Moong (Washed),0.204813
W1,Sukkur,Gents Sandal Bata,Rice Basmati Broken (Average Quality),0.053824
W1,Sukkur,Gents Sandal Bata,Rice IRRI-6/9 (Sindh/Punjab),0.447108
W1,Sukkur,Gents Sandal Bata,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.051145
W1,Sukkur,Gents Sandal Bata,Shirting (Average Quality),0.072825
W1,Sukkur,Gents Sandal Bata,Sufi Washing Soap 250 gm Cake,0.428515
W1,Sukkur,Gents Sandal Bata,Sugar Refined,0.004508
W1,Sukkur,Gents Sandal Bata,Tea Lipton Yellow Label 190 gm Packet,0.72559
W1,Sukkur,Gents Sandal Bata,Tea Prepared Ordinary,0.0
W1,Sukkur,Gents Sandal Bata,Telephone Call Charges,0.0
W1,Sukkur,Gents Sandal Bata,Toilet Soap LIFEBUOY 115 gm,0.813459
W1,Sukkur,Gents Sandal Bata,Tomatoes,-0.05895
W1,Sukkur,Gents Sandal Bata,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,-0.373624
W1,Sukkur,Gents Sandal Bata,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,-0.107641
W1,Sukkur,Gents Sandal Bata,Wheat Flour Bag,0.057466
W1,Sukkur,Gents Sponge Chappal Bata,Georgette (Average Quality),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Gur (Average Quality),0.168007
W1,Sukkur,Gents Sponge Chappal Bata,Hi-Speed Diesel,-0.346398
W1,Sukkur,Gents Sponge Chappal Bata,LPG 11.67 kg Cylinder,0.027191
W1,Sukkur,Gents Sponge Chappal Bata,Ladies Sandal Bata,1.0
W1,Sukkur,Gents Sponge Chappal Bata,Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Gents Sponge Chappal Bata,"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Gents Sponge Chappal Bata,Match Box,0.734803
W1,Sukkur,Gents Sponge Chappal Bata,Milk fresh (Un-boiled),0.507386
W1,Sukkur,Gents Sponge Chappal Bata,Mustard Oil (Average Quality),-0.232162
W1,Sukkur,Gents Sponge Chappal Bata,Mutton (Average Quality),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Onions,-0.20381
W1,Sukkur,Gents Sponge Chappal Bata,Petrol Super,-0.018116
W1,Sukkur,Gents Sponge Chappal Bata,Potatoes,0.297185
W1,Sukkur,Gents Sponge Chappal Bata,Powdered Milk NIDO 390 gm Polybag,0.272685
W1,Sukkur,Gents Sponge Chappal Bata,Pulse Gram,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Pulse Mash (Washed),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Pulse Masoor (Washed),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Pulse Moong (Washed),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Rice Basmati Broken (Average Quality),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Rice IRRI-6/9 (Sindh/Punjab),0.38966
W1,Sukkur,Gents Sponge Chappal Bata,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Shirting (Average Quality),0.0
W1,Sukkur,Gents Sponge Chappal Bata,Sufi Washing Soap 250 gm Cake,0.190932
W1,Sukkur,Gents Sponge Chappal Bata,Sugar Refined,-0.094834
W1,Sukkur,Gents Sponge Chappal Bata,Tea Lipton Yellow Label 190 gm Packet,0.811122
W1,Sukkur,Gents Sponge Chappal Bata,Tea Prepared Ordinary,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Telephone Call Charges,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Toilet Soap LIFEBUOY 115 gm,0.909349
W1,Sukkur,Gents Sponge Chappal Bata,Tomatoes,-0.050459
W1,Sukkur,Gents Sponge Chappal Bata,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W1,Sukkur,Gents Sponge Chappal Bata,Wheat Flour Bag,0.162185
W1,Sukkur,Georgette (Average Quality),Gur (Average Quality),0.0
W1,Sukkur,Georgette (Average Quality),Hi-Speed Diesel,0.0
W1,Sukkur,Georgette (Average Quality),LPG 11.67 kg Cylinder,0.0
W1,Sukkur,Georgette (Average Quality),Ladies Sandal Bata,0.0
W1,Sukkur,Georgette (Average Quality),Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Georgette (Average Quality),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Georgette (Average Quality),Match Box,0.0
W1,Sukkur,Georgette (Average Quality),Milk fresh (Un-boiled),0.0
W1,Sukkur,Georgette (Average Quality),Mustard Oil (Average Quality),0.0
W1,Sukkur,Georgette (Average Quality),Mutton (Average Quality),0.0
W1,Sukkur,Georgette (Average Quality),Onions,0.0
W1,Sukkur,Georgette (Average Quality),Petrol Super,0.0
W1,Sukkur,Georgette (Average Quality),Potatoes,0.0
W1,Sukkur,Georgette (Average Quality),Powdered Milk NIDO 390 gm Polybag,0.0
W1,Sukkur,Georgette (Average Quality),Pulse Gram,0.0
W1,Sukkur,Georgette (Average Quality),Pulse Mash (Washed),0.0
W1,Sukkur,Georgette (Average Quality),Pulse Masoor (Washed),0.0
W1,Sukkur,Georgette (Average Quality),Pulse Moong (Washed),0.0
W1,Sukkur,Georgette (Average Quality),Rice Basmati Broken (Average Quality),0.0
W1,Sukkur,Georgette (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),0.0
W1,Sukkur,Georgette (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0.0
W1,Sukkur,Georgette (Average Quality),Shirting (Average Quality),0.0
W1,Sukkur,Georgette (Average Quality),Sufi Washing Soap 250 gm Cake,0.0
W1,Sukkur,Georgette (Average Quality),Sugar Refined,0.0
W1,Sukkur,Georgette (Average Quality),Tea Lipton Yellow Label 190 gm Packet,0.0
W1,Sukkur,Georgette (Average Quality),Tea Prepared Ordinary,0.0
W1,Sukkur,Georgette (Average Quality),Telephone Call Charges,0.0
W1,Sukkur,Georgette (Average Quality),Toilet Soap LIFEBUOY 115 gm,0.0
W1,Sukkur,Georgette (Average Quality),Tomatoes,0.0
W1,Sukkur,Georgette (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0.0
W1,Sukkur,Georgette (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0.0
W1,Sukkur,Georgette (Average Quality),Wheat Flour Bag,0.0
W1,Sukkur,Gur (Average Quality),Hi-Speed Diesel,0.062863
W1,Sukkur,Gur (Average Quality),LPG 11.67 kg Cylinder,-0.646811
W1,Sukkur,Gur (Average Quality),Ladies Sandal Bata,0.168007
W1,Sukkur,Gur (Average Quality),Lawn Printed Gul Ahmed/Al Karam,0.0
W1,Sukkur,Gur (Average Quality),"Long Cloth 57"" Gul Ahmed/Al Karam",0.0
W1,Sukkur,Gur (Average Quality),Match Box,0.262697
W1,Sukkur,Gur (Average Quality),Milk fresh (Un-boiled),0.623321
W1,Sukkur,Gur (Average Quality),Mustard Oil (Average Quality),0.474014
