Window,ItemA,ItemB,SupportCities,AverageSimilarity,MaxSimilarity,CityComparisons,SupportRatio,Tau
W1,Gur (Average Quality),Tea Lipton Yellow Label 190 gm Packet,1,0.0582074705882353,0.633599,17,0.0588,0.6
W1,Gur (Average Quality),Tea Prepared Ordinary,3,0.22436370588235294,0.807875,17,0.1765,0.6
W1,Gur (Average Quality),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Gur (Average Quality),Toilet Soap LIFEBUOY 115 gm,1,0.3070733529411765,0.755343,17,0.0588,0.6
W1,Gur (Average Quality),Tomatoes,0,0.008589294117647054,0.474413,17,0.0,0.6
W1,Gur (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.2112378823529412,0.43297,17,0.0,0.6
W1,Gur (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.20823280000000002,0.048343,15,0.0,0.6
W1,Gur (Average Quality),Wheat Flour Bag,2,0.29611217647058824,0.890145,17,0.1176,0.6
W1,Hi-Speed Diesel,LPG 11.67 kg Cylinder,12,0.5782690588235294,0.74188,17,0.7059,0.6
W1,Hi-Speed Diesel,Ladies Sandal Bata,0,-0.34762829411764706,-0.34496,17,0.0,0.6
W1,Hi-Speed Diesel,Lawn Printed Gul Ahmed/Al Karam,3,0.19024252941176473,0.765252,17,0.1765,0.6
W1,Hi-Speed Diesel,"Long Cloth 57"" Gul Ahmed/Al Karam",2,0.15058176470588236,0.761159,17,0.1176,0.6
W1,Hi-Speed Diesel,Match Box,1,0.045624823529411766,0.694655,17,0.0588,0.6
W1,Hi-Speed Diesel,Milk fresh (Un-boiled),1,0.09248194117647059,0.603408,17,0.0588,0.6
W1,Hi-Speed Diesel,Mustard Oil (Average Quality),0,0.06112394117647059,0.567634,17,0.0,0.6
W1,Hi-Speed Diesel,Mutton (Average Quality),0,-0.1351383529411765,0.304363,17,0.0,0.6
W1,Hi-Speed Diesel,Onions,0,-0.05566311764705883,0.141508,17,0.0,0.6
W1,Hi-Speed Diesel,Petrol Super,17,0.8932134117647059,0.894864,17,1.0,0.6
W1,Hi-Speed Diesel,Potatoes,0,0.11654635294117646,0.268885,17,0.0,0.6
W1,Hi-Speed Diesel,Powdered Milk NIDO 390 gm Polybag,1,0.27071917647058824,0.607413,17,0.0588,0.6
W1,Hi-Speed Diesel,Pulse Gram,0,0.09948747058823529,0.433929,17,0.0,0.6
W1,Hi-Speed Diesel,Pulse Mash (Washed),4,0.43717176470588237,0.700206,17,0.2353,0.6
W1,Hi-Speed Diesel,Pulse Masoor (Washed),7,0.5084988235294118,0.757901,17,0.4118,0.6
W1,Hi-Speed Diesel,Pulse Moong (Washed),1,0.30826752941176466,0.625016,17,0.0588,0.6
W1,Hi-Speed Diesel,Rice Basmati Broken (Average Quality),3,0.27293829411764703,0.789229,17,0.1765,0.6
W1,Hi-Speed Diesel,Rice IRRI-6/9 (Sindh/Punjab),1,0.25295692857142854,0.661739,14,0.0714,0.6
W1,Hi-Speed Diesel,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,1,0.10529735294117648,0.722168,17,0.0588,0.6
W1,Hi-Speed Diesel,Shirting (Average Quality),1,0.1198595882352941,0.764504,17,0.0588,0.6
W1,Hi-Speed Diesel,Sufi Washing Soap 250 gm Cake,2,0.06936041176470588,0.618191,17,0.1176,0.6
W1,Hi-Speed Diesel,Sugar Refined,0,0.5216726470588235,0.582166,17,0.0,0.6
W1,Hi-Speed Diesel,Tea Lipton Yellow Label 190 gm Packet,0,-0.11603182352941177,0.08679,17,0.0,0.6
W1,Hi-Speed Diesel,Tea Prepared Ordinary,3,0.01001411764705882,0.741018,17,0.1765,0.6
W1,Hi-Speed Diesel,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Hi-Speed Diesel,Toilet Soap LIFEBUOY 115 gm,1,-0.1644411764705882,0.741032,17,0.0588,0.6
W1,Hi-Speed Diesel,Tomatoes,0,0.06820805882352941,0.156289,17,0.0,0.6
W1,Hi-Speed Diesel,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.049555,0.395888,17,0.0,0.6
W1,Hi-Speed Diesel,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,0.0041340000000000005,0.257597,15,0.0,0.6
W1,Hi-Speed Diesel,Wheat Flour Bag,0,0.13404229411764707,0.37655,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Ladies Sandal Bata,0,-0.08601105882352941,0.293143,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Lawn Printed Gul Ahmed/Al Karam,1,0.04548923529411765,0.625158,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,"Long Cloth 57"" Gul Ahmed/Al Karam",1,0.043139529411764715,0.615793,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,Match Box,0,0.07931576470588235,0.403295,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Milk fresh (Un-boiled),0,-0.16388123529411766,0.368807,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Mustard Oil (Average Quality),2,0.014906294117647052,0.637802,17,0.1176,0.6
W1,LPG 11.67 kg Cylinder,Mutton (Average Quality),0,-0.18808235294117648,0.248217,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Onions,1,0.23312611764705882,0.672455,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,Petrol Super,5,0.5399896470588236,0.758288,17,0.2941,0.6
W1,LPG 11.67 kg Cylinder,Potatoes,0,-0.26402294117647057,-0.011754,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Powdered Milk NIDO 390 gm Polybag,0,0.2368971176470588,0.476754,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Pulse Gram,1,0.29485929411764705,0.937437,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,Pulse Mash (Washed),0,0.18319788235294118,0.385243,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Pulse Masoor (Washed),2,0.4064491764705882,0.649518,17,0.1176,0.6
W1,LPG 11.67 kg Cylinder,Pulse Moong (Washed),6,0.4448704705882353,0.739256,17,0.3529,0.6
W1,LPG 11.67 kg Cylinder,Rice Basmati Broken (Average Quality),0,0.019245941176470577,0.569083,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Rice IRRI-6/9 (Sindh/Punjab),0,0.04408521428571429,0.456746,14,0.0,0.6
W1,LPG 11.67 kg Cylinder,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0,0.08310035294117647,0.438382,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Shirting (Average Quality),1,0.012548764705882356,0.623274,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,Sufi Washing Soap 250 gm Cake,0,-0.03350570588235293,0.599809,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Sugar Refined,0,0.038378823529411764,0.34003,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Tea Lipton Yellow Label 190 gm Packet,0,-0.1870839411764706,0.09463,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Tea Prepared Ordinary,0,-0.060672411764705884,0.547773,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Toilet Soap LIFEBUOY 115 gm,1,-0.27840876470588233,0.661138,17,0.0588,0.6
W1,LPG 11.67 kg Cylinder,Tomatoes,0,-0.09534011764705883,0.051127,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,0.013151647058823532,0.523356,17,0.0,0.6
W1,LPG 11.67 kg Cylinder,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,0.11599486666666667,0.425631,15,0.0,0.6
W1,LPG 11.67 kg Cylinder,Wheat Flour Bag,0,-0.021507529411764703,0.342286,17,0.0,0.6
W1,Ladies Sandal Bata,Lawn Printed Gul Ahmed/Al Karam,1,0.07927882352941176,0.721406,17,0.0588,0.6
W1,Ladies Sandal Bata,"Long Cloth 57"" Gul Ahmed/Al Karam",0,0.022606823529411763,0.259979,17,0.0,0.6
W1,Ladies Sandal Bata,Match Box,3,0.16190829411764707,0.911051,17,0.1765,0.6
W1,Ladies Sandal Bata,Milk fresh (Un-boiled),4,0.26142329411764703,0.920256,17,0.2353,0.6
W1,Ladies Sandal Bata,Mustard Oil (Average Quality),0,-0.14064388235294117,0.212151,17,0.0,0.6
W1,Ladies Sandal Bata,Mutton (Average Quality),5,0.3521324117647059,0.894427,17,0.2941,0.6
W1,Ladies Sandal Bata,Onions,0,-0.2833424705882353,-0.135602,17,0.0,0.6
W1,Ladies Sandal Bata,Petrol Super,0,-0.018336411764705882,-0.017899,17,0.0,0.6
W1,Ladies Sandal Bata,Potatoes,0,0.26737582352941175,0.40525,17,0.0,0.6
W1,Ladies Sandal Bata,Powdered Milk NIDO 390 gm Polybag,6,0.4624344117647059,0.67967,17,0.3529,0.6
W1,Ladies Sandal Bata,Pulse Gram,0,0.08949141176470589,0.440043,17,0.0,0.6
W1,Ladies Sandal Bata,Pulse Mash (Washed),1,0.205611,0.720243,17,0.0588,0.6
W1,Ladies Sandal Bata,Pulse Masoor (Washed),0,0.08509935294117646,0.342495,17,0.0,0.6
W1,Ladies Sandal Bata,Pulse Moong (Washed),0,0.057601529411764704,0.360246,17,0.0,0.6
W1,Ladies Sandal Bata,Rice Basmati Broken (Average Quality),3,0.2505344705882353,0.990341,17,0.1765,0.6
W1,Ladies Sandal Bata,Rice IRRI-6/9 (Sindh/Punjab),0,0.15621385714285713,0.508793,14,0.0,0.6
W1,Ladies Sandal Bata,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0,0.024869058823529414,0.258886,17,0.0,0.6
W1,Ladies Sandal Bata,Shirting (Average Quality),0,0.09138864705882353,0.388179,17,0.0,0.6
W1,Ladies Sandal Bata,Sufi Washing Soap 250 gm Cake,3,0.3122077058823529,0.944531,17,0.1765,0.6
W1,Ladies Sandal Bata,Sugar Refined,0,-0.052912647058823536,0.198752,17,0.0,0.6
W1,Ladies Sandal Bata,Tea Lipton Yellow Label 190 gm Packet,5,0.21284917647058824,0.811122,17,0.2941,0.6
W1,Ladies Sandal Bata,Tea Prepared Ordinary,3,0.17827164705882353,0.935407,17,0.1765,0.6
W1,Ladies Sandal Bata,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Ladies Sandal Bata,Toilet Soap LIFEBUOY 115 gm,10,0.5404517058823529,0.962075,17,0.5882,0.6
W1,Ladies Sandal Bata,Tomatoes,0,-0.1368519411764706,0.015734,17,0.0,0.6
W1,Ladies Sandal Bata,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.04792494117647059,0.0,17,0.0,0.6
W1,Ladies Sandal Bata,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.031090200000000002,0.0,15,0.0,0.6
W1,Ladies Sandal Bata,Wheat Flour Bag,0,0.06440829411764705,0.398119,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,"Long Cloth 57"" Gul Ahmed/Al Karam",10,0.5584794117647058,1.0,17,0.5882,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Match Box,1,0.22120870588235295,0.682559,17,0.0588,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Milk fresh (Un-boiled),2,0.23560323529411764,0.878081,17,0.1176,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Mustard Oil (Average Quality),0,-0.1087750588235294,0.33468,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Mutton (Average Quality),2,0.22579329411764706,0.655958,17,0.1176,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Onions,0,-0.2323764117647059,0.300159,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Petrol Super,3,0.24338576470588236,0.783272,17,0.1765,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Potatoes,0,0.231177,0.546462,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Powdered Milk NIDO 390 gm Polybag,0,0.13745188235294115,0.598409,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Pulse Gram,0,-0.18516817647058822,0.117146,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Pulse Mash (Washed),0,0.242885,0.576173,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Pulse Masoor (Washed),4,0.2546918235294117,0.886266,17,0.2353,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Pulse Moong (Washed),1,0.03974876470588235,0.689378,17,0.0588,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Rice Basmati Broken (Average Quality),4,0.2798011764705882,0.898268,17,0.2353,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Rice IRRI-6/9 (Sindh/Punjab),1,0.24496478571428573,0.637169,14,0.0714,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.23429635294117648,0.91661,17,0.1176,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Shirting (Average Quality),8,0.47957129411764704,0.999984,17,0.4706,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Sufi Washing Soap 250 gm Cake,8,0.40412988235294117,0.97576,17,0.4706,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Sugar Refined,1,0.3394038235294118,0.765339,17,0.0588,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Tea Lipton Yellow Label 190 gm Packet,3,0.31228982352941176,0.95106,17,0.1765,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Tea Prepared Ordinary,2,0.1829235294117647,0.757534,17,0.1176,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Toilet Soap LIFEBUOY 115 gm,2,0.1819195294117647,0.767069,17,0.1176,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Tomatoes,0,-0.060061529411764715,0.131027,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.20333700000000002,0.051019,17,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.3380187333333333,0.0,15,0.0,0.6
W1,Lawn Printed Gul Ahmed/Al Karam,Wheat Flour Bag,6,0.33485547058823534,0.936165,17,0.3529,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Match Box,1,0.1666373529411765,0.633398,17,0.0588,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Milk fresh (Un-boiled),2,0.20789041176470588,1.0,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Mustard Oil (Average Quality),0,-0.16856270588235292,0.384953,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Mutton (Average Quality),2,0.20920335294117648,0.74314,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Onions,0,-0.03140629411764706,0.523318,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Petrol Super,2,0.159534,0.780375,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Potatoes,0,0.12338788235294118,0.434771,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Powdered Milk NIDO 390 gm Polybag,0,0.13542029411764706,0.574431,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Pulse Gram,0,-0.1635370588235294,0.160543,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Pulse Mash (Washed),0,0.2056090588235294,0.563178,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Pulse Masoor (Washed),3,0.2031434705882353,0.866324,17,0.1765,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Pulse Moong (Washed),1,0.03734,0.693159,17,0.0588,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Rice Basmati Broken (Average Quality),2,0.15986582352941178,0.855045,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Rice IRRI-6/9 (Sindh/Punjab),1,0.20412371428571427,0.729961,14,0.0714,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.25830629411764705,0.962708,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Shirting (Average Quality),8,0.4484554705882353,0.999428,17,0.4706,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Sufi Washing Soap 250 gm Cake,5,0.23650200000000002,0.919976,17,0.2941,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Sugar Refined,1,0.19685135294117648,0.672324,17,0.0588,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Tea Lipton Yellow Label 190 gm Packet,2,0.15635182352941177,0.896215,17,0.1176,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Tea Prepared Ordinary,1,0.20370064705882354,0.695358,17,0.0588,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Toilet Soap LIFEBUOY 115 gm,1,0.07384376470588236,0.777761,17,0.0588,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Tomatoes,0,-0.019903588235294117,0.296197,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.27870511764705885,0.060147,17,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.3549498,0.0,15,0.0,0.6
W1,"Long Cloth 57"" Gul Ahmed/Al Karam",Wheat Flour Bag,3,0.1657415294117647,0.968065,17,0.1765,0.6
W1,Match Box,Milk fresh (Un-boiled),5,0.283906,0.760026,17,0.2941,0.6
W1,Match Box,Mustard Oil (Average Quality),0,-0.2048765882352941,0.136598,17,0.0,0.6
W1,Match Box,Mutton (Average Quality),1,0.21176999999999999,0.7825,17,0.0588,0.6
W1,Match Box,Onions,1,0.04504288235294118,0.726094,17,0.0588,0.6
W1,Match Box,Petrol Super,1,0.054838647058823534,0.720562,17,0.0588,0.6
W1,Match Box,Potatoes,0,0.06568323529411764,0.546335,17,0.0,0.6
W1,Match Box,Powdered Milk NIDO 390 gm Polybag,1,0.14546229411764708,0.709921,17,0.0588,0.6
W1,Match Box,Pulse Gram,0,-0.02570529411764706,0.435334,17,0.0,0.6
W1,Match Box,Pulse Mash (Washed),0,0.2099235882352941,0.586234,17,0.0,0.6
W1,Match Box,Pulse Masoor (Washed),1,0.1600894705882353,0.70406,17,0.0588,0.6
W1,Match Box,Pulse Moong (Washed),0,0.010314705882352941,0.286022,17,0.0,0.6
W1,Match Box,Rice Basmati Broken (Average Quality),1,0.2470575294117647,0.611049,17,0.0588,0.6
W1,Match Box,Rice IRRI-6/9 (Sindh/Punjab),0,0.09401471428571428,0.42761,14,0.0,0.6
W1,Match Box,Salt Powdered (NATIONAL/SHAN) 800 gm Packet,1,0.21261023529411763,0.834232,17,0.0588,0.6
W1,Match Box,Shirting (Average Quality),2,0.18072141176470588,0.694798,17,0.1176,0.6
W1,Match Box,Sufi Washing Soap 250 gm Cake,3,0.2604679411764706,0.671369,17,0.1765,0.6
W1,Match Box,Sugar Refined,1,0.22694841176470587,0.712377,17,0.0588,0.6
W1,Match Box,Tea Lipton Yellow Label 190 gm Packet,1,0.1082175294117647,0.650779,17,0.0588,0.6
W1,Match Box,Tea Prepared Ordinary,1,0.1421641176470588,0.680788,17,0.0588,0.6
W1,Match Box,Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Match Box,Toilet Soap LIFEBUOY 115 gm,2,0.21236111764705884,0.864039,17,0.1176,0.6
W1,Match Box,Tomatoes,0,0.09620617647058824,0.493546,17,0.0,0.6
W1,Match Box,Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.25884317647058824,0.458998,17,0.0,0.6
W1,Match Box,Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.25444266666666665,0.0,15,0.0,0.6
W1,Match Box,Wheat Flour Bag,3,0.2650177058823529,0.687812,17,0.1765,0.6
W1,Milk fresh (Un-boiled),Mustard Oil (Average Quality),0,-0.21054988235294117,0.384953,17,0.0,0.6
W1,Milk fresh (Un-boiled),Mutton (Average Quality),4,0.36438688235294114,0.74314,17,0.2353,0.6
W1,Milk fresh (Un-boiled),Onions,0,-0.1643530588235294,0.209807,17,0.0,0.6
W1,Milk fresh (Un-boiled),Petrol Super,1,0.17292229411764706,0.676659,17,0.0588,0.6
W1,Milk fresh (Un-boiled),Potatoes,0,0.28988211764705885,0.537558,17,0.0,0.6
W1,Milk fresh (Un-boiled),Powdered Milk NIDO 390 gm Polybag,1,0.33020576470588237,0.698725,17,0.0588,0.6
W1,Milk fresh (Un-boiled),Pulse Gram,1,-0.02976323529411765,0.688187,17,0.0588,0.6
W1,Milk fresh (Un-boiled),Pulse Mash (Washed),2,0.41600758823529416,0.718889,17,0.1176,0.6
W1,Milk fresh (Un-boiled),Pulse Masoor (Washed),3,0.1700400588235294,0.851778,17,0.1765,0.6
W1,Milk fresh (Un-boiled),Pulse Moong (Washed),0,-0.03142241176470588,0.396132,17,0.0,0.6
W1,Milk fresh (Un-boiled),Rice Basmati Broken (Average Quality),1,0.31562317647058824,0.790527,17,0.0588,0.6
W1,Milk fresh (Un-boiled),Rice IRRI-6/9 (Sindh/Punjab),2,0.260106,0.777074,14,0.1429,0.6
W1,Milk fresh (Un-boiled),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0,0.12040658823529411,0.552541,17,0.0,0.6
W1,Milk fresh (Un-boiled),Shirting (Average Quality),3,0.23122076470588238,0.774509,17,0.1765,0.6
W1,Milk fresh (Un-boiled),Sufi Washing Soap 250 gm Cake,1,0.2975875294117647,0.935201,17,0.0588,0.6
W1,Milk fresh (Un-boiled),Sugar Refined,6,0.43419476470588236,0.717003,17,0.3529,0.6
W1,Milk fresh (Un-boiled),Tea Lipton Yellow Label 190 gm Packet,4,0.29997947058823526,0.789957,17,0.2353,0.6
W1,Milk fresh (Un-boiled),Tea Prepared Ordinary,2,0.30478723529411766,0.959633,17,0.1176,0.6
W1,Milk fresh (Un-boiled),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Milk fresh (Un-boiled),Toilet Soap LIFEBUOY 115 gm,3,0.2976531176470588,0.960431,17,0.1765,0.6
W1,Milk fresh (Un-boiled),Tomatoes,0,0.08205641176470589,0.442687,17,0.0,0.6
W1,Milk fresh (Un-boiled),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,0,-0.1975854705882353,0.475246,17,0.0,0.6
W1,Milk fresh (Un-boiled),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,0,-0.32587273333333333,0.272262,15,0.0,0.6
W1,Milk fresh (Un-boiled),Wheat Flour Bag,0,0.2674777058823529,0.599466,17,0.0,0.6
W1,Mustard Oil (Average Quality),Mutton (Average Quality),0,-0.23527582352941176,0.269939,17,0.0,0.6
W1,Mustard Oil (Average Quality),Onions,0,-0.10254423529411764,0.418067,17,0.0,0.6
W1,Mustard Oil (Average Quality),Petrol Super,0,0.059582058823529405,0.566437,17,0.0,0.6
W1,Mustard Oil (Average Quality),Potatoes,0,-0.11657864705882354,0.445394,17,0.0,0.6
W1,Mustard Oil (Average Quality),Powdered Milk NIDO 390 gm Polybag,0,-0.3225787647058823,0.0,17,0.0,0.6
W1,Mustard Oil (Average Quality),Pulse Gram,3,0.10460770588235294,0.72541,17,0.1765,0.6
W1,Mustard Oil (Average Quality),Pulse Mash (Washed),0,-0.20370876470588234,0.228561,17,0.0,0.6
W1,Mustard Oil (Average Quality),Pulse Masoor (Washed),0,0.0022535882352941183,0.460167,17,0.0,0.6
W1,Mustard Oil (Average Quality),Pulse Moong (Washed),2,0.07769452941176469,0.669313,17,0.1176,0.6
W1,Mustard Oil (Average Quality),Rice Basmati Broken (Average Quality),0,-0.1437025294117647,0.427855,17,0.0,0.6
W1,Mustard Oil (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),0,-0.11108828571428571,0.338926,14,0.0,0.6
W1,Mustard Oil (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,0,-0.20573417647058823,0.261532,17,0.0,0.6
W1,Mustard Oil (Average Quality),Shirting (Average Quality),0,-0.22418188235294118,0.267039,17,0.0,0.6
W1,Mustard Oil (Average Quality),Sufi Washing Soap 250 gm Cake,0,-0.13769976470588235,0.370137,17,0.0,0.6
W1,Mustard Oil (Average Quality),Sugar Refined,0,-0.10232758823529411,0.270894,17,0.0,0.6
W1,Mustard Oil (Average Quality),Tea Lipton Yellow Label 190 gm Packet,0,-0.06697358823529412,0.291339,17,0.0,0.6
W1,Mustard Oil (Average Quality),Tea Prepared Ordinary,0,-0.2035026470588235,0.285682,17,0.0,0.6
W1,Mustard Oil (Average Quality),Telephone Call Charges,0,0.0,0.0,17,0.0,0.6
W1,Mustard Oil (Average Quality),Toilet Soap LIFEBUOY 115 gm,0,-0.18695305882352942,0.378795,17,0.0,0.6
W1,Mustard Oil (Average Quality),Tomatoes,0,-0.2326098823529412,0.083447,17,0.0,0.6
W1,Mustard Oil (Average Quality),Vegetable Ghee DALDA/HABIB 2.5 kg Tin,3,0.32195,0.717303,17,0.1765,0.6
W1,Mustard Oil (Average Quality),Vegetable Ghee DALDA/HABIB or Other Superior Quality 1 kg Pouch,6,0.41186126666666667,0.761212,15,0.4,0.6
W1,Mustard Oil (Average Quality),Wheat Flour Bag,0,-0.05634711764705883,0.548099,17,0.0,0.6
W1,Mutton (Average Quality),Onions,0,-0.07497970588235295,0.556899,17,0.0,0.6
W1,Mutton (Average Quality),Petrol Super,0,-0.030326117647058823,0.394453,17,0.0,0.6
W1,Mutton (Average Quality),Potatoes,0,0.1930366470588235,0.487395,17,0.0,0.6
W1,Mutton (Average Quality),Powdered Milk NIDO 390 gm Polybag,2,0.27478123529411763,0.876443,17,0.1176,0.6
W1,Mutton (Average Quality),Pulse Gram,1,-0.008028235294117643,0.632887,17,0.0588,0.6
W1,Mutton (Average Quality),Pulse Mash (Washed),2,0.2633738235294118,0.723631,17,0.1176,0.6
W1,Mutton (Average Quality),Pulse Masoor (Washed),0,0.045856117647058825,0.494718,17,0.0,0.6
W1,Mutton (Average Quality),Pulse Moong (Washed),1,0.10989105882352941,0.610988,17,0.0588,0.6
W1,Mutton (Average Quality),Rice Basmati Broken (Average Quality),4,0.2971612941176471,0.739797,17,0.2353,0.6
W1,Mutton (Average Quality),Rice IRRI-6/9 (Sindh/Punjab),1,0.28946414285714284,0.683319,14,0.0714,0.6
W1,Mutton (Average Quality),Salt Powdered (NATIONAL/SHAN) 800 gm Packet,2,0.25400729411764705,0.765701,17,0.1176,0.6
W1,Mutton (Average Quality),Shirting (Average Quality),0,0.32436929411764703,0.599109,17,0.0,0.6
W1,Mutton (Average Quality),Sufi Washing Soap 250 gm Cake,2,0.3467115294117647,0.844814,17,0.1176,0.6
W1,Mutton (Average Quality),Sugar Refined,1,0.20470176470588236,0.603186,17,0.0588,0.6
